title,year,subgenres
The Distinguished Gentleman,1992.0,"['caper-crime', 'farce-comedy', 'high-concept-comedy', 'satire-comedy']"
Gambit,1966.0,['caper-crime']
Big Deal on Madonna Street,1958.0,['caper-crime']
Pickpocket,1959.0,"['caper-crime', 'psychological-drama']"
The Sicilian Clan,1969.0,['caper-crime']
The Lavender Hill Mob,1951.0,['caper-crime']
Going in Style,1979.0,"['caper-crime', 'dark-comedy', 'satire-comedy']"
Welcome to Collinwood,2002.0,"['caper-crime', 'heist-crime']"
A Cop,1972.0,"['caper-crime', 'heist-crime']"
A Man of Action,2022.0,"['caper-crime', 'period-drama', 'true-crime']"
Where the Money Is,2000.0,['caper-crime']
Foolproof,2003.0,"['caper-crime', 'dark-comedy']"
Buster,1988.0,['caper-crime']
Criminal,2004.0,['caper-crime']
We're No Angels,1955.0,"['caper-crime', 'dark-comedy', 'screwball-comedy']"
The Sting II,1983.0,['caper-crime']
The Hot Rock,1972.0,['caper-crime']
The Brink's Job,1978.0,"['caper-crime', 'true-crime']"
Any Number Can Win,1963.0,['caper-crime']
Odds Against Tomorrow,1959.0,['caper-crime']
Heroic Losers,2019.0,['caper-crime']
Firepower,1979.0,['caper-crime']
Steal,2002.0,['caper-crime']
The Great Texas Dynamite Chase,1976.0,"['caper-crime', 'parody-comedy', 'satire-comedy']"
Bob le Flambeur,1956.0,"['caper-crime', 'gangster-crime', 'heist-crime']"
Rough Cut,1980.0,['caper-crime']
Le deuxième souffle,1966.0,['caper-crime']
The Swindle,1955.0,"['caper-crime', 'tragedy-drama']"
Shanghai Surprise,1986.0,"['caper-crime', 'dark-comedy', 'slapstick-comedy']"
Ordinary Decent Criminal,2000.0,"['caper-crime', 'dark-comedy']"
After the Fox,1966.0,"['caper-crime', 'farce-comedy', 'heist-crime', 'parody-comedy', 'satire-comedy', 'screwball-comedy']"
Robbery,1967.0,"['caper-crime', 'true-crime']"
Nobel Son,2007.0,"['caper-crime', 'dark-comedy']"
Scorched,2003.0,['caper-crime']
11 Harrowhouse,1974.0,"['caper-crime', 'parody-comedy', 'tragedy-drama']"
Cash on Demand,1961.0,"['caper-crime', 'psychological-drama']"
5 Against the House,1955.0,"['caper-crime', 'film-noir', 'heist-crime', 'psychological-drama', 'psychological-thriller']"
Pocket Listing,2015.0,"['caper-crime', 'dark-comedy', 'satire-comedy']"
Judex,1963.0,"['caper-crime', 'costume-drama', 'gangster-crime', 'period-drama']"
Harry and Walter Go to New York,1976.0,['caper-crime']
End of a Gun,2016.0,['caper-crime']
The Biggest Bundle of Them All,1968.0,['caper-crime']
Bullseye!,1990.0,"['caper-crime', 'slapstick-comedy']"
Caprice,1967.0,['caper-crime']
Guns Girls and Gangsters,1959.0,['caper-crime']
Stark Raving Mad,2002.0,['caper-crime']
The Pursuit of D.B. Cooper,1981.0,['caper-crime']
Who's Minding the Mint?,1967.0,"['caper-crime', 'heist-crime']"
The Hoodlum,1951.0,"['caper-crime', 'film-noir']"
Crackers,1984.0,['caper-crime']
The Parole Officer,2001.0,['caper-crime']
Grand Slam,1967.0,"['caper-crime', 'heist-crime']"
Deadfall,1968.0,['caper-crime']
Silver Bears,1977.0,['caper-crime']
Cool Breeze,1972.0,['caper-crime']
7 uomini d'oro,1965.0,"['caper-crime', 'heist-crime']"
Steelyard Blues,1973.0,['caper-crime']
Loot,1970.0,"['caper-crime', 'dark-comedy']"
Lady Ice,1973.0,['caper-crime']
Stoney,1969.0,['caper-crime']
Happy End,1967.0,"['caper-crime', 'dark-comedy', 'farce-comedy', 'high-concept-comedy', 'quirky-comedy', 'serial-killer-crime', 'slapstick-comedy', 'tragedy-drama']"
The Lone Wolf Strikes,1940.0,['caper-crime']
The Hard Word,2002.0,"['caper-crime', 'dark-comedy']"
Rip It Off,2001.0,['caper-crime']
The Brain,1969.0,"['caper-crime', 'slapstick-comedy']"
Kaleidoscope,1966.0,['caper-crime']
The Bank Shot,1974.0,['caper-crime']
Armored Car Robbery,1950.0,"['caper-crime', 'film-noir']"
Cops and Robbers,1973.0,['caper-crime']
If... Dog... Rabbit,1999.0,['caper-crime']
Inside Out,1975.0,['caper-crime']
The Upper Hand,1966.0,['caper-crime']
Raffles,1939.0,['caper-crime']
They Came to Rob Las Vegas,1968.0,['caper-crime']
Fiasco in Milan,1959.0,['caper-crime']
Let's Rob the Bank,1964.0,"['caper-crime', 'parody-comedy']"
Hot Millions,1968.0,['caper-crime']
Happy New Year,1973.0,['caper-crime']
The Happy Thieves,1961.0,['caper-crime']
Einer frisst den anderen,1964.0,['caper-crime']
Perfect Friday,1970.0,"['caper-crime', 'heist-crime']"
The Master Touch,1972.0,['caper-crime']
"Pizza, Beer, and Cigarettes",1997.0,"['caper-crime', 'gangster-crime', 'heist-crime']"
Art Heist,2004.0,['caper-crime']
Kangaroo,1952.0,"['caper-crime', 'period-drama']"
The Rebel Set,1959.0,['caper-crime']
The Squeeze,1978.0,['caper-crime']
Action Man,1967.0,['caper-crime']
Nicotina,2003.0,['caper-crime']
Duffy,1968.0,['caper-crime']
Cairo,1963.0,['caper-crime']
Ultimate Heist,2009.0,['caper-crime']
Mercy Streets,2000.0,['caper-crime']
Rotten to the Core,1965.0,['caper-crime']
3-Way Split,1976.0,['caper-crime']
Raffles,1930.0,['caper-crime']
Midas Run,1969.0,['caper-crime']
Snow Job,1972.0,['caper-crime']
Siberia,1998.0,['caper-crime']
The Real Thing,1996.0,['caper-crime']
Cloportes,1965.0,['caper-crime']
Jack of Diamonds,1967.0,['caper-crime']
Sophie's Place,1969.0,['caper-crime']
The Vatican Affair,1968.0,['caper-crime']
Il ladro della Gioconda,1966.0,"['caper-crime', 'slapstick-comedy']"
Air Patrol,1962.0,['caper-crime']
The End of Agent W4C,1967.0,"['caper-crime', 'farce-comedy', 'heist-crime', 'high-concept-comedy', 'one-person-army-action', 'quest-adventure', 'quirky-comedy', 'satire-comedy', 'slapstick-comedy', 'spy-thriller']"
The Light Touch,1951.0,"['caper-crime', 'heist-crime', 'quest-adventure']"
Styx,2001.0,['caper-crime']
The Big Hustle,1999.0,['caper-crime']
Mister Zehn Prozent - Miezen und Moneten,1968.0,['caper-crime']
Operazione San Pietro,1967.0,['caper-crime']
Alias Jimmy Valentine,1915.0,['caper-crime']
A Nice Little Bank That Should Be Robbed,1958.0,['caper-crime']
Le paria,1969.0,['caper-crime']
Rififi in Amsterdam,1966.0,['caper-crime']
Blueprint for Robbery,1961.0,['caper-crime']
De overval,1962.0,['caper-crime']
Come rubare un quintale di diamanti in Russia,1967.0,['caper-crime']
Golden Chameleon,1967.0,['caper-crime']
Stöten,1961.0,['caper-crime']
The Dandy Roll,,['caper-crime']
The Frame-Up,1937.0,['caper-crime']
Between A Rock and A Hard Place,,['caper-crime']
Rififi,,['caper-crime']
Mr. Murder Is Dead,,['caper-crime']
Inside Dope,,['caper-crime']
Drive,2011.0,"['car-action', 'one-person-army-action']"
Speed,1994.0,"['car-action', 'urban-adventure']"
The Fast and the Furious,2001.0,['car-action']
Death Proof,2007.0,"['car-action', 'dark-comedy']"
The Fast and the Furious: Tokyo Drift,2006.0,['car-action']
Fast & Furious Presents: Hobbs & Shaw,2019.0,"['car-action', 'dark-comedy']"
Back to the Future Part II,1989.0,"['car-action', 'cyberpunk-sci-fi', 'dystopian-sci-fi', 'epic-adventure', 'high-concept-comedy', 'teen-adventure', 'teen-comedy', 'time-travel-sci-fi', 'urban-adventure']"
2 Fast 2 Furious,2003.0,['car-action']
Furious 7,2015.0,['car-action']
Cars 3,2017.0,"['car-action', 'cg-animation', 'motorsports-sport']"
Gran Turismo,2023.0,"['car-action', 'motorsports-sport']"
Cars 2,2011.0,"['car-action', 'cg-animation', 'motorsports-sport', 'spy-thriller']"
Days of Thunder,1990.0,"['car-action', 'motorsports-sport']"
Unhinged,2020.0,"['car-action', 'psychological-thriller']"
Gone in 60 Seconds,2000.0,['car-action']
The Fate of the Furious,2017.0,['car-action']
The Transporter,2002.0,['car-action']
Need for Speed,2014.0,"['car-action', 'road-trip-adventure']"
Back to the Future Part III,1990.0,"['car-action', 'desert-adventure', 'high-concept-comedy', 'steampunk-sci-fi', 'teen-adventure', 'teen-comedy', 'time-travel-sci-fi']"
Breakdown,1997.0,"['car-action', 'road-trip-adventure', 'suspense-mystery']"
The Cannonball Run,1981.0,"['car-action', 'motorsports-sport', 'road-trip-adventure', 'slapstick-comedy']"
Ronin,1998.0,"['car-action', 'heist-crime', 'samurai-action']"
Smokey and the Bandit,1977.0,"['car-action', 'road-trip-adventure']"
Bullitt,1968.0,['car-action']
Speed Racer,2008.0,"['car-action', 'motorsports-sport']"
Transporter 2,2005.0,['car-action']
Vanishing Point,1971.0,"['car-action', 'dark-comedy', 'road-trip-adventure']"
Retribution,2023.0,['car-action']
Cannonball Run II,1984.0,"['car-action', 'road-trip-adventure']"
Monster Trucks,2016.0,"['car-action', 'teen-adventure']"
Gone in 60 Seconds,1974.0,['car-action']
The Car,1977.0,['car-action']
The Gumball Rally,1976.0,"['car-action', 'road-trip-adventure']"
Grand Theft Auto,1977.0,"['car-action', 'slapstick-comedy']"
The Pinchcliffe Grand Prix,1975.0,"['car-action', 'motorsports-sport']"
Asphalt Burning,2020.0,['car-action']
Wheels of Fire,1985.0,['car-action']
Eat My Dust,1976.0,"['car-action', 'slapstick-comedy']"
Stealing Raden Saleh,2022.0,"['car-action', 'heist-crime', 'prison-drama', 'teen-drama']"
Seoul Vibe,2022.0,['car-action']
13 Bombs,2023.0,"['car-action', 'one-person-army-action', 'spy-thriller']"
Speedtrap,1977.0,['car-action']
Motorway,2012.0,['car-action']
Redline,,['car-action']
Nightrider,,['car-action']
Flow,2024.0,"['cg-animation', 'survival-adventure']"
Mufasa: The Lion King,2024.0,['cg-animation']
Dog Man,2025.0,"['cg-animation', 'superhero-action']"
Moana 2,2024.0,"['cg-animation', 'sea-adventure']"
Despicable Me 4,2024.0,"['cg-animation', 'urban-adventure']"
Inside Out 2,2024.0,"['cg-animation', 'coming-of-age-drama', 'quest-adventure', 'teen-comedy', 'teen-drama']"
The Lion King,2019.0,"['cg-animation', 'coming-of-age-drama', 'epic-adventure']"
Ratatouille,2007.0,"['cg-animation', 'satire-comedy']"
Spider-Man: Across the Spider-Verse,2023.0,"['cg-animation', 'superhero-action', 'supernatural-fantasy', 'teen-adventure', 'urban-adventure']"
Shrek Forever After,2010.0,"['cg-animation', 'fairy-tale-fantasy', 'parody-comedy', 'slapstick-comedy']"
Cars,2006.0,"['cg-animation', 'motorsports-sport']"
Shrek 2,2004.0,"['cg-animation', 'fairy-tale-fantasy', 'parody-comedy', 'satire-comedy', 'slapstick-comedy']"
Shrek the Third,2007.0,"['cg-animation', 'fairy-tale-fantasy', 'parody-comedy', 'slapstick-comedy']"
How to Train Your Dragon,2010.0,"['cg-animation', 'sword-and-sorcery-fantasy', 'teen-fantasy']"
Moana,2016.0,"['cg-animation', 'quest-adventure', 'sea-adventure']"
Sing,2016.0,"['cg-animation', 'jukebox-musical']"
IF,2024.0,"['cg-animation', 'high-concept-comedy']"
The Incredibles,2004.0,"['cg-animation', 'superhero-action', 'urban-adventure']"
Spider-Man: Into the Spider-Verse,2018.0,"['cg-animation', 'superhero-action', 'supernatural-fantasy', 'teen-adventure', 'urban-adventure']"
Puss in Boots: The Last Wish,2022.0,"['cg-animation', 'fairy-tale-fantasy', 'quest-adventure', 'swashbuckler-adventure']"
Inside Out,2015.0,"['cg-animation', 'coming-of-age-drama']"
Frozen,2013.0,"['cg-animation', 'fairy-tale-fantasy', 'mountain-adventure', 'pop-musical']"
Tangled,2010.0,"['cg-animation', 'fairy-tale-fantasy', 'feel-good-romance', 'pop-musical', 'teen-adventure', 'teen-comedy', 'teen-fantasy', 'teen-romance']"
Up,2009.0,"['cg-animation', 'coming-of-age-drama', 'globetrotting-adventure']"
Encanto,2021.0,"['cg-animation', 'pop-musical']"
Despicable Me,2010.0,"['cg-animation', 'slapstick-comedy', 'urban-adventure']"
Coco,2017.0,"['cg-animation', 'supernatural-fantasy']"
The King of Kings,2025.0,['cg-animation']
A Bug's Life,1998.0,"['cg-animation', 'quest-adventure']"
Sing 2,2021.0,"['cg-animation', 'jukebox-musical']"
The Garfield Movie,2024.0,['cg-animation']
Toy Story 3,2010.0,"['cg-animation', 'supernatural-fantasy', 'urban-adventure']"
Kung Fu Panda,2008.0,"['cg-animation', 'kung-fu-action', 'martial-arts-action', 'wuxia-action']"
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023.0,"['cg-animation', 'superhero-action', 'teen-adventure', 'teen-comedy', 'urban-adventure']"
Kung Fu Panda 4,2024.0,['cg-animation']
Ice Age,2002.0,"['cg-animation', 'dinosaur-adventure', 'quest-adventure', 'survival-adventure']"
Soul,2020.0,['cg-animation']
How to Train Your Dragon: The Hidden World,2019.0,"['cg-animation', 'teen-fantasy']"
Sausage Party,2016.0,"['cg-animation', 'dark-comedy', 'high-concept-comedy', 'raunchy-comedy']"
Minions,2015.0,"['cg-animation', 'slapstick-comedy']"
Toy Story 4,2019.0,"['cg-animation', 'road-trip-adventure', 'supernatural-fantasy', 'urban-adventure']"
Elemental,2023.0,"['cg-animation', 'urban-adventure']"
Spider-Man: Beyond the Spider-Verse,,"['cg-animation', 'superhero-action']"
Brave,2012.0,"['cg-animation', 'coming-of-age-drama', 'fairy-tale-fantasy', 'quest-adventure', 'sword-and-sorcery-fantasy', 'teen-adventure', 'teen-fantasy']"
The Jungle Book,2016.0,"['cg-animation', 'jungle-adventure', 'quest-adventure']"
How to Train Your Dragon 2,2014.0,"['cg-animation', 'teen-fantasy']"
Madagascar,2005.0,"['cg-animation', 'jungle-adventure', 'slapstick-comedy']"
Raya and the Last Dragon,2021.0,"['cg-animation', 'epic-adventure', 'epic-fantasy', 'quest-adventure', 'swashbuckler-adventure']"
Incredibles 2,2018.0,"['cg-animation', 'superhero-action', 'urban-adventure']"
Toy Story 2,1999.0,"['cg-animation', 'quest-adventure', 'supernatural-fantasy', 'urban-adventure']"
The Secret Life of Pets,2016.0,"['cg-animation', 'urban-adventure']"
The Lego Movie,2014.0,"['cg-animation', 'dystopian-sci-fi', 'globetrotting-adventure', 'quest-adventure', 'quirky-comedy', 'satire-comedy', 'slapstick-comedy']"
Bolt,2008.0,"['cg-animation', 'urban-adventure']"
Trolls,2016.0,"['cg-animation', 'jukebox-musical']"
Watchmen: Chapter II,2024.0,"['cg-animation', 'dystopian-sci-fi']"
Despicable Me 2,2013.0,"['cg-animation', 'urban-adventure']"
Hotel Transylvania,2012.0,"['cg-animation', 'dark-fantasy', 'quirky-comedy', 'supernatural-fantasy']"
Happy Feet,2006.0,"['cg-animation', 'jukebox-musical']"
Trolls Band Together,2023.0,['cg-animation']
Turning Red,2022.0,"['cg-animation', 'coming-of-age-drama', 'teen-comedy', 'teen-drama']"
Frozen II,2019.0,"['cg-animation', 'fairy-tale-fantasy', 'quest-adventure']"
Wish,2023.0,"['cg-animation', 'fairy-tale-fantasy']"
Luca,2021.0,"['cg-animation', 'coming-of-age-drama', 'fairy-tale-fantasy', 'sea-adventure']"
The Lego Batman Movie,2017.0,"['cg-animation', 'parody-comedy', 'quirky-comedy', 'slapstick-comedy', 'superhero-action']"
Robots,2005.0,"['cg-animation', 'steampunk-sci-fi']"
Spellbound,2024.0,"['cg-animation', 'pop-musical']"
Monsters University,2013.0,['cg-animation']
9,2009.0,"['cg-animation', 'dark-fantasy', 'dystopian-sci-fi', 'steampunk-sci-fi']"
Rio,2011.0,['cg-animation']
Puss in Boots,2011.0,"['cg-animation', 'fairy-tale-fantasy', 'swashbuckler-adventure']"
The Croods,2013.0,"['cg-animation', 'supernatural-fantasy', 'survival-adventure']"
Finding Dory,2016.0,"['cg-animation', 'sea-adventure']"
A Sloth Story,2024.0,['cg-animation']
The Bad Guys 2,2025.0,"['cg-animation', 'heist-crime']"
Migration,2023.0,['cg-animation']
Over the Hedge,2006.0,['cg-animation']
Cloudy with a Chance of Meatballs,2009.0,"['cg-animation', 'supernatural-fantasy', 'urban-adventure']"
The Lorax,2012.0,['cg-animation']
Piece by Piece,2024.0,"['cg-animation', 'jukebox-musical', 'pop-musical']"
Rango,2011.0,"['cg-animation', 'contemporary-western', 'desert-adventure', 'epic-adventure', 'quirky-comedy', 'slapstick-comedy']"
Mr. Peabody & Sherman,2014.0,"['cg-animation', 'time-travel-sci-fi']"
Meet the Robinsons,2007.0,"['cg-animation', 'quest-adventure', 'time-travel-sci-fi']"
Home,2015.0,"['cg-animation', 'quest-adventure']"
Leo,2023.0,"['cg-animation', 'satire-comedy']"
Megamind,2010.0,"['cg-animation', 'superhero-action', 'supernatural-fantasy', 'urban-adventure']"
Kung Fu Panda 2,2011.0,"['cg-animation', 'kung-fu-action', 'martial-arts-action']"
Minions: The Rise of Gru,2022.0,['cg-animation']
Dinosaur,2000.0,"['cg-animation', 'dinosaur-adventure', 'epic-adventure', 'jungle-adventure', 'survival-adventure']"
The Boss Baby,2017.0,['cg-animation']
The Adventures of Tintin,2011.0,"['cg-animation', 'epic-adventure', 'globetrotting-adventure', 'quest-adventure', 'swashbuckler-adventure']"
Kung Fu Panda 3,2016.0,"['cg-animation', 'kung-fu-action', 'martial-arts-action']"
The Emoji Movie,2017.0,"['cg-animation', 'supernatural-fantasy']"
Epic,2013.0,['cg-animation']
The Secret Life of Pets 2,2019.0,['cg-animation']
Ice Age: Collision Course,2016.0,['cg-animation']
Beowulf,2007.0,['cg-animation']
Onward,2020.0,"['cg-animation', 'epic-adventure', 'epic-drama', 'epic-fantasy', 'quest-adventure', 'supernatural-fantasy', 'sword-and-sorcery-fantasy']"
Ice Age: Continental Drift,2012.0,['cg-animation']
Hoodwinked!,2005.0,"['cg-animation', 'parody-comedy']"
PAW Patrol: The Mighty Movie,2023.0,"['cg-animation', 'superhero-action', 'urban-adventure']"
The Angry Birds Movie,2016.0,['cg-animation']
Hotel Transylvania 4: Transformania,2022.0,"['cg-animation', 'supernatural-fantasy']"
Luck,2022.0,['cg-animation']
Nimona,2023.0,"['cg-animation', 'cyberpunk-sci-fi', 'epic-adventure', 'epic-fantasy', 'quest-adventure', 'sword-and-sorcery-fantasy']"
Ferdinand,2017.0,['cg-animation']
DC League of Super-Pets,2022.0,"['cg-animation', 'superhero-action']"
Lightyear,2022.0,"['cg-animation', 'space-sci-fi', 'superhero-action', 'time-travel-sci-fi']"
Hotel Transylvania 3: Summer Vacation,2018.0,['cg-animation']
Surf's Up,2007.0,"['cg-animation', 'mockumentary-comedy', 'satire-comedy']"
Hotel Transylvania 2,2015.0,"['cg-animation', 'supernatural-fantasy']"
Madagascar: Escape 2 Africa,2008.0,"['cg-animation', 'slapstick-comedy']"
The SpongeBob Movie: Sponge Out of Water,2015.0,"['cg-animation', 'sea-adventure']"
Ice Age: The Meltdown,2006.0,"['cg-animation', 'slapstick-comedy']"
The Grinch,2018.0,"['cg-animation', 'holiday-comedy', 'holiday-family', 'holiday-season']"
The Angry Birds Movie 2,2019.0,['cg-animation']
Monster House,2006.0,"['cg-animation', 'slapstick-comedy']"
Bee Movie,2007.0,"['cg-animation', 'legal-drama']"
The Sea Beast,2022.0,"['cg-animation', 'epic-adventure', 'sea-adventure', 'swashbuckler-adventure']"
Planes,2013.0,['cg-animation']
Ice Age: Dawn of the Dinosaurs,2009.0,"['cg-animation', 'dinosaur-adventure']"
Flushed Away,2006.0,"['cg-animation', 'slapstick-comedy']"
Madagascar 3: Europe's Most Wanted,2012.0,"['cg-animation', 'urban-adventure']"
The Polar Express,2004.0,"['cg-animation', 'holiday-comedy', 'holiday-family', 'holiday-season']"
PAW Patrol: The Movie,2021.0,"['cg-animation', 'urban-adventure']"
TMNT,2007.0,"['cg-animation', 'superhero-action', 'teen-adventure']"
Wish Dragon,2021.0,"['cg-animation', 'urban-adventure']"
Rise of the Guardians,2012.0,"['cg-animation', 'holiday-season', 'superhero-action']"
The Croods: A New Age,2020.0,['cg-animation']
The Book of Life,2014.0,"['cg-animation', 'jukebox-musical', 'quest-adventure']"
Gnomeo & Juliet,2011.0,"['cg-animation', 'jukebox-musical']"
Horton Hears a Who!,2008.0,"['cg-animation', 'jungle-adventure']"
Trolls World Tour,2020.0,"['cg-animation', 'jukebox-musical']"
Turbo,2013.0,"['cg-animation', 'motorsports-sport']"
Entergalactic,2022.0,['cg-animation']
Cloudy with a Chance of Meatballs 2,2013.0,['cg-animation']
Rio 2,2014.0,"['cg-animation', 'jungle-adventure']"
Ruby Gillman: Teenage Kraken,2023.0,"['cg-animation', 'teen-comedy', 'teen-drama', 'teen-romance']"
The Addams Family,2019.0,"['cg-animation', 'dark-comedy', 'supernatural-fantasy']"
Happy Feet Two,2011.0,"['cg-animation', 'jukebox-musical']"
New Gods: Nezha Reborn,2021.0,['cg-animation']
Back to the Outback,2021.0,['cg-animation']
The Lego Ninjago Movie,2017.0,"['cg-animation', 'superhero-action']"
Barnyard,2006.0,['cg-animation']
That Christmas,2024.0,"['cg-animation', 'holiday-comedy']"
The Boss Baby: Family Business,2021.0,['cg-animation']
Arthur and the Invisibles,2006.0,['cg-animation']
Storks,2016.0,['cg-animation']
The Little Prince,2015.0,"['cg-animation', 'coming-of-age-drama', 'epic-fantasy', 'globetrotting-adventure']"
Leap!,2016.0,['cg-animation']
Smurfs: The Lost Village,2017.0,['cg-animation']
The Wild,2006.0,['cg-animation']
Vivo,2021.0,"['cg-animation', 'pop-musical', 'teen-comedy', 'urban-adventure']"
Scoob!,2020.0,"['cg-animation', 'whodunnit-mystery']"
Tinker Bell,2008.0,"['cg-animation', 'fairy-tale-fantasy']"
Hitpig,2024.0,['cg-animation']
The SpongeBob Movie: Sponge on the Run,2020.0,"['cg-animation', 'quest-adventure', 'road-trip-adventure', 'sea-adventure']"
The Peanuts Movie,2015.0,"['cg-animation', 'slapstick-comedy']"
Legend of the Guardians: The Owls of Ga'Hoole,2010.0,['cg-animation']
Strange World,2022.0,"['cg-animation', 'quest-adventure']"
The Ant Bully,2006.0,['cg-animation']
