from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue,from_budget_formatted,from_revenue_formatted,budget_2023,revenue_2023,budget_2023_formatted,revenue_2023_formatted
tt0110759,PCU,1994,79,6.6,14948,9000000,4350774,"9,000,000","4,350,774",18504170.040485833,8945273.544858301,"18,504,170","8,945,273"
tt0110763,The Pagemaster,1994,80,6.2,26509,27000000,13670688,"27,000,000","13,670,688",55512510.121457495,28107192.81360324,"55,512,510","28,107,192"
tt0110771,The Paper,1994,112,6.7,16511,6000000,48400000,"6,000,000","48,400,000",12336113.360323887,99511314.43994603,"12,336,113","99,511,314"
tt0110907,Ready to Wear,1994,133,5.2,16217,15000000,11300653,"15,000,000","11,300,653",30840283.40080972,23234356.07561404,"30,840,283","23,234,356"
tt0110912,Pulp Fiction,1994,154,8.9,2316757,8000000,213928762,"8,000,000","213,928,762",16448151.147098517,439841576.5109582,"16,448,151","439,841,576"
tt0110950,Reality Bites,1994,99,6.6,55575,11500000,33351557,"11,500,000","33,351,557",23644217.27395412,68571431.31588395,"23,644,217","68,571,431"
tt0110955,The Ref,1994,97,6.9,27582,11000000,11400000,"11,000,000","11,400,000",22616207.82726046,23438615.384615388,"22,616,207","23,438,615"
tt0110989,Richie Rich,1994,95,5.4,76312,40000000,38087756,"40,000,000","38,087,756",82240755.73549259,78309145.94272605,"82,240,755","78,309,145"
tt0111001,The Road to Wellville,1994,118,5.9,13583,25000000,26000000,"25,000,000","26,000,000",51400472.33468287,53456491.22807018,"51,400,472","53,456,491"
tt0111070,The Santa Clause,1994,97,6.6,140442,22000000,189833357,"22,000,000","189,833,357",45232415.65452092,390300968.587139,"45,232,415","390,300,968"
tt0111094,The Scout,1994,101,5.4,7112,20000000,2694234,"20,000,000","2,694,234",41120377.86774629,5539396.007206478,"41,120,377","5,539,396"
tt0111112,The Secret of Roan Inish,1994,103,7.4,10224,5700000,6160000,"5,700,000","6,160,000",11719307.692307694,12665076.383265859,"11,719,307","12,665,076"
tt0111127,Serial Mom,1994,95,6.8,36141,13000000,7820688,"13,000,000","7,820,688",26728245.61403509,16079482.28728745,"26,728,245","16,079,482"
tt0111143,The Shadow,1994,108,6.1,27979,25000000,48100000,"25,000,000","48,100,000",51400472.33468287,98894508.77192983,"51,400,472","98,894,508"
tt0111149,Shallow Grave,1994,89,7.2,68182,2500000,19779614,"2,500,000","19,779,614",5140047.233468287,40667260.08790823,"5,140,047","40,667,260"
tt0111161,The Shawshank Redemption,1994,142,9.3,3019321,25000000,28341469,"25,000,000","28,341,469",51400472.33468287,58270595.73035089,"51,400,472","58,270,595"
tt0111187,Silent Fall,1994,101,5.9,5081,30000000,3180674,"30,000,000","3,180,674",61680566.80161944,6539525.837705803,"61,680,566","6,539,525"
tt0111257,Speed,1994,116,7.3,405941,30000000,350448145,"30,000,000","350,448,145",61680566.80161944,720528007.2725371,"61,680,566","720,528,007"
tt0111280,Star Trek: Generations,1994,118,6.6,88923,38000000,118071125,"38,000,000","118,071,125",78128717.94871795,242756463.7634953,"78,128,717","242,756,463"
tt0111282,Stargate,1994,116,7.0,211163,55000000,196567262,"55,000,000","196,567,262",113081039.1363023,404146004.4934143,"113,081,039","404,146,004"
tt0111301,Street Fighter,1994,102,4.1,77336,35000000,99423521,"35,000,000","99,423,521",71960661.26855601,204416637.62309045,"71,960,661","204,416,637"
tt0111323,Surviving the Game,1994,96,6.2,13728,7400000,7690013,"7,400,000","7,690,013",15214539.811066128,15810812.018394062,"15,214,539","15,810,812"
tt0111333,The Swan Princess,1994,90,6.4,27961,20000000,9771658,"20,000,000","9,771,658",41120377.86774629,20090713.467719298,"41,120,377","20,090,713"
tt0111438,Timecop,1994,99,5.9,66417,28000000,128953581,"28,000,000","128,953,581",57568529.01484481,265130998.90595144,"57,568,529","265,130,998"
tt0111503,True Lies,1994,141,7.3,290138,115000000,378900000,"115,000,000","378,900,000",236442172.73954117,779025558.7044535,"236,442,172","779,025,558"
tt0111686,New Nightmare,1994,112,6.4,66745,8000000,18090181,"8,000,000","18,090,181",16448151.147098517,37193753.92079622,"16,448,151","37,193,753"
tt0111742,Wolf,1994,125,6.3,62262,70000000,131002597,"70,000,000","131,002,597",143921322.53711203,269343814.51480436,"143,921,322","269,343,814"
tt0111756,Wyatt Earp,1994,191,6.7,56902,63000000,25100000,"63,000,000","25,100,000",129529190.28340082,51606074.2240216,"129,529,190","51,606,074"
tt0112281,Ace Ventura: When Nature Calls,1995,90,6.4,240773,30000000,212385533,"30,000,000","212,385,533",59980708.66141732,424634492.62576115,"59,980,708","424,634,492"
tt0112346,The American President,1995,114,6.8,62105,62000000,107879496,"62,000,000","107,879,496",123960131.23359579,215689620.67055118,"123,960,131","215,689,620"
tt0112384,Apollo 13,1995,140,7.7,324816,52000000,355237933,"52,000,000","355,237,933",103966561.67979002,710247432.1585696,"103,966,561","710,247,432"
tt0112389,The Thief and the Cobbler,1993,99,7.1,4929,28000000,669276,"28,000,000","669,276",59042602.076124564,1411278.4481107267,"59,042,602","1,411,278"
tt0112427,An Awfully Big Adventure,1995,112,5.8,3123,4000000,851545,"4,000,000","851,545",7997427.821522309,1702542.4185695539,"7,997,427","1,702,542"
tt0112442,Bad Boys,1995,119,6.8,304030,19000000,141407024,"19,000,000","141,407,024",37987782.15223097,282723116.9740682,"37,987,782","282,723,116"
tt0112453,Balto,1995,78,7.1,49812,31000000,11348324,"31,000,000","11,348,324",61980065.616797894,22689350.521312334,"61,980,065","22,689,350"
tt0112461,The Basketball Diaries,1995,102,7.3,125936,2000000,2381087,"2,000,000","2,381,087",3998713.9107611547,4760642.854816273,"3,998,713","4,760,642"
tt0112462,Batman Forever,1995,121,5.4,273139,100000000,336529144,"100,000,000","336,529,144",199935695.53805774,672841884.7446718,"199,935,695","672,841,884"
tt0112571,Boys on the Side,1995,115,6.5,14603,21000000,23450000,"21,000,000","23,450,000",41986496.062992126,46884920.60367454,"41,986,496","46,884,920"
tt0112572,The Brady Bunch Movie,1995,90,6.2,25177,12000000,46576136,"12,000,000","46,576,136",23992283.464566927,93122321.4663517,"23,992,283","93,122,321"
tt0112573,Braveheart,1995,178,8.3,1123689,72000000,213216216,"72,000,000","213,216,216",143953700.78740156,426295324.4595275,"143,953,700","426,295,324"
tt0112641,Casino,1995,178,8.2,587612,50000000,116112375,"50,000,000","116,112,375",99967847.76902887,232150084.56200787,"99,967,847","232,150,084"
tt0112642,Casper,1995,100,6.2,152091,50000000,287928194,"50,000,000","287,928,194",99967847.76902887,575671237.3240682,"99,967,847","575,671,237"
tt0112697,Clueless,1995,97,6.9,260463,12000000,56631572,"12,000,000","56,631,572",23992283.464566927,113226727.37233594,"23,992,283","113,226,727"
tt0112722,Copycat,1995,123,6.6,69255,20000000,32000000,"20,000,000","32,000,000",39987139.107611544,63979422.572178476,"39,987,139","63,979,422"
tt0112760,Cutthroat Island,1995,124,5.7,31740,98000000,16000000,"98,000,000","16,000,000",195936981.62729657,31989711.286089238,"195,936,981","31,989,711"
tt0112817,Dead Man,1995,121,7.5,105656,9000000,1038000,"9,000,000","1,038,000",17994212.598425195,2075332.5196850393,"17,994,212","2,075,332"
tt0112818,Dead Man Walking,1995,122,7.5,104398,11000000,39363635,"11,000,000","39,363,635",21992926.50918635,78701957.42631234,"21,992,926","78,701,957"
tt0112819,Dead Presidents,1995,119,6.9,25380,10000000,24100000,"10,000,000","24,100,000",19993569.553805772,48184502.62467191,"19,993,569","48,184,502"
tt0112851,Desperado,1995,104,7.1,202500,7000000,25405445,"7,000,000","25,405,445",13995498.687664041,50794553.16528872,"13,995,498","50,794,553"
tt0112857,Devil in a Blue Dress,1995,102,6.8,25929,27000000,16140822,"27,000,000","16,140,822",53982637.79527559,32271264.731259838,"53,982,637","32,271,264"
tt0112864,Die Hard with a Vengeance,1995,128,7.6,418911,90000000,366101666,"90,000,000","366,101,666",179942125.98425198,731967912.293517,"179,942,125","731,967,912"
tt0112883,Don Juan DeMarco,1994,97,6.7,54213,25000000,68792531,"25,000,000","68,792,531",51400472.33468287,141438743.45993254,"51,400,472","141,438,743"
tt0112896,Dracula: Dead and Loving It,1995,88,5.8,46908,30000000,10772144,"30,000,000","10,772,144",59980708.66141732,21537361.030761153,"59,980,708","21,537,361"
tt0113010,Fair Game,1995,91,4.4,14251,50000000,11500000,"50,000,000","11,500,000",99967847.76902887,22992604.98687664,"99,967,847","22,992,604"
tt0113071,First Knight,1995,134,6.0,80529,55000000,127600435,"55,000,000","127,600,435",109964632.54593176,255118817.22683728,"109,964,632","255,118,817"
tt0113101,Four Rooms,1995,98,6.7,113705,4000000,4257354,"4,000,000","4,257,354",7997427.821522309,8511970.331417322,"7,997,427","8,511,970"
tt0113118,Friday,1995,91,7.2,129885,3500000,28215918,"3,500,000","28,215,918",6997749.343832021,56413691.90574803,"6,997,749","56,413,691"
tt0113161,Get Shorty,1995,105,6.9,92968,30250000,115101622,"30,250,000","115,101,622",60480547.90026247,230129228.52128607,"60,480,547","230,129,228"
tt0113189,GoldenEye,1995,130,7.2,276429,60000000,352194034,"60,000,000","352,194,034",119961417.32283464,704161591.5214435,"119,961,417","704,161,591"
tt0113198,A Goofy Movie,1995,78,6.9,65667,18000000,35348597,"18,000,000","35,348,597",35988425.19685039,70674463.27489501,"35,988,425","70,674,463"
tt0113228,Grumpier Old Men,1995,101,6.7,30637,25000000,71500000,"25,000,000","71,500,000",49983923.884514436,142954022.30971128,"49,983,923","142,954,022"
tt0113243,Hackers,1995,105,6.2,77744,20000000,7563728,"20,000,000","7,563,728",39987139.107611544,15122592.185406823,"39,987,139","15,122,592"
tt0113253,Halloween: The Curse of Michael Myers,1995,87,4.7,44110,5000000,15116634,"5,000,000","15,116,634",9996784.776902886,30223547.32984252,"9,996,784","30,223,547"
tt0113277,Heat,1995,170,8.3,749336,60000000,187400000,"60,000,000","187,400,000",119961417.32283464,374679493.4383202,"119,961,417","374,679,493"
tt0113303,Hideaway,1995,106,5.3,7762,15000000,12201255,"15,000,000","12,201,255",29990354.33070866,24394664.048622046,"29,990,354","24,394,664"
tt0113409,In the Mouth of Madness,1994,95,7.1,83297,8000000,8946600,"8,000,000","8,946,600",16448151.147098517,18394378.63157895,"16,448,151","18,394,378"
tt0113419,The Indian in the Cupboard,1995,96,6.0,31980,45000000,35700000,"45,000,000","35,700,000",89971062.99212599,71377043.30708662,"89,971,062","71,377,043"
tt0113442,It Takes Two,1995,101,6.0,26004,19474589,19474589,"19,474,589","19,474,589",38936654.97032808,38936654.97032808,"38,936,654","38,936,654"
tt0113451,Jade,1995,95,5.3,14763,50000000,9851610,"50,000,000","9,851,610",99967847.76902887,19696884.97519685,"99,967,847","19,696,884"
tt0113463,Jefferson in Paris,1995,139,5.7,3269,14000000,2474000,"14,000,000","2,474,000",27990997.375328083,4946409.107611548,"27,990,997","4,946,409"
tt0113481,Johnny Mnemonic,1995,96,5.6,78266,25000000,19075720,"25,000,000","19,075,720",49983923.884514436,38139173.46089239,"49,983,923","38,139,173"
tt0113497,Jumanji,1995,104,7.1,392601,65000000,262821940,"65,000,000","262,821,940",129958202.09973752,525474873.76561683,"129,958,202","525,474,873"
tt0113540,Kids,1995,91,7.0,87812,1500000,20412216,"1,500,000","20,412,216",2999035.433070866,40811306.0343307,"2,999,035","40,811,306"
tt0113627,Leaving Las Vegas,1995,111,7.5,139837,3600000,49800000,"3,600,000","49,800,000",7197685.039370079,99567976.37795275,"7,197,685","99,567,976"
tt0113677,Living in Oblivion,1995,90,7.5,20867,500000,1148752,"500,000","1,148,752",999678.4776902887,2296765.3012073487,"999,678","2,296,765"
tt0113749,Mallrats,1995,94,7.0,131163,6000000,2122561,"6,000,000","2,122,561",11996141.732283464,4243757.098569554,"11,996,141","4,243,757"
tt0113820,Mighty Morphin Power Rangers,1995,95,5.3,30944,15000000,66433194,"15,000,000","66,433,194",29990354.33070866,132823668.49204724,"29,990,354","132,823,668"
tt0113845,Money Train,1995,110,5.7,44165,68000000,77224232,"68,000,000","77,224,232",135956272.96587926,154398805.37312335,"135,956,272","154,398,805"
tt0113855,Mortal Kombat,1995,101,5.8,127422,18000000,122195920,"18,000,000","122,195,920",35988425.19685039,244313262.57112858,"35,988,425","244,313,262"
tt0113862,Mr. Holland's Opus,1995,144,7.3,42890,31000000,106300000,"31,000,000","106,300,000",61980065.616797894,212531644.35695538,"61,980,065","212,531,644"
tt0113870,Murder in the First,1995,122,7.3,31741,20000000,29500000,"20,000,000","29,500,000",39987139.107611544,58981030.18372703,"39,987,139","58,981,030"
tt0113957,The Net,1995,114,6.0,76685,22000000,110627965,"22,000,000","110,627,965",43985853.0183727,221184791.28234908,"43,985,853","221,184,791"
tt0113965,Never Talk to Strangers,1995,86,5.2,7593,6400000,6858261,"6,400,000","6,858,261",12795884.514435695,13712111.832165353,"12,795,884","13,712,111"
tt0113972,Nick of Time,1995,90,6.3,46103,33000000,8175346,"33,000,000","8,175,346",65978779.52755905,16345434.887742782,"65,978,779","16,345,434"
tt0113986,Nine Months,1995,103,5.5,39313,35000000,138500000,"35,000,000","138,500,000",69977493.4383202,276910938.32021,"69,977,493","276,910,938"
tt0113987,Nixon,1995,192,7.1,33542,44000000,13681765,"44,000,000","13,681,765",87971706.0367454,27354732.014632545,"87,971,706","27,354,732"
tt0114011,Now and Then,1995,102,6.8,33612,12000000,27400000,"12,000,000","27,400,000",23992283.464566927,54782380.57742782,"23,992,283","54,782,380"
tt0114057,Othello,1995,123,6.8,10387,11000000,2800000,"11,000,000","2,800,000",21992926.50918635,5598199.475065617,"21,992,926","5,598,199"
tt0114069,Outbreak,1995,127,6.6,141687,50000000,189900000,"50,000,000","189,900,000",99967847.76902887,379677885.8267716,"99,967,847","379,677,885"
tt0114108,The Pebble and the Penguin,1995,74,5.5,5782,28000000,3983912,"28,000,000","3,983,912",55981994.750656165,7965262.166824146,"55,981,994","7,965,262"
tt0114148,Pocahontas,1995,81,6.7,209465,55000000,346100000,"55,000,000","346,100,000",109964632.54593176,691977442.2572178,"109,964,632","691,977,442"
tt0114194,The Prophecy,1995,98,6.4,34331,8000000,16115878,"8,000,000","16,115,878",15994855.643044619,32221392.771364827,"15,994,855","32,221,392"
tt0114272,Restoration,1995,117,6.6,10133,19000000,4005941,"19,000,000","4,005,941",37987782.15223097,8009306.001194226,"37,987,782","8,009,306"
tt0114287,Rob Roy,1995,139,6.9,47266,28000000,31600000,"28,000,000","31,600,000",55981994.750656165,63179679.79002625,"55,981,994","63,179,679"
tt0114319,Sabrina,1995,127,6.3,45703,58000000,53672080,"58,000,000","53,672,080",115962703.4120735,107309646.45774278,"115,962,703","107,309,646"
tt0114369,Se7en,1995,127,8.6,1893285,33000000,327311859,"33,000,000","327,311,859",65978779.52755905,654413241.8701968,"65,978,779","654,413,241"
tt0114388,Sense and Sensibility,1995,136,7.7,130682,16000000,134582776,"16,000,000","134,582,776",31989711.286089238,269079009.2700262,"31,989,711","269,079,009"
tt0114436,Showgirls,1995,128,5.1,77789,45000000,20350754,"45,000,000","20,350,754",89971062.99212599,40688421.557139106,"89,971,062","40,688,421"
tt0114558,Strange Days,1995,145,7.2,80891,42000000,7959291,"42,000,000","7,959,291",83972992.12598425,15913463.820748031,"83,972,992","15,913,463"
tt0114576,Sudden Death,1995,111,5.9,38218,35000000,64350171,"35,000,000","64,350,171",69977493.4383202,128658961.96877952,"69,977,493","128,658,961"
tt0114608,Tales from the Crypt: Demon Knight,1995,92,6.7,27176,13000000,21089146,"13,000,000","21,089,146",25991640.419947505,42164730.73813648,"25,991,640","42,164,730"
tt0114614,Tank Girl,1995,104,5.4,36171,25000000,4064495,"25,000,000","4,064,495",49983923.884514436,8126376.34835958,"49,983,923","8,126,376"
tt0114660,Things to Do in Denver When You're Dead,1995,115,6.7,30466,8000000,529766,"8,000,000","529,766",15994855.643044619,1059191.3368241468,"15,994,855","1,059,191"
tt0114681,To Die For,1995,106,6.8,56178,20000000,21300000,"20,000,000","21,300,000",39987139.107611544,42586303.149606295,"39,987,139","42,586,303"
tt0114694,Tommy Boy,1995,97,7.1,100739,20000000,32648673,"20,000,000","32,648,673",39987139.107611544,65276351.446496055,"39,987,139","65,276,351"
tt0114697,Top Dog,1995,86,4.2,3973,6000000,5093707,"6,000,000","5,093,707",11996141.732283464,10184138.519120734,"11,996,141","10,184,138"
tt0114709,Toy Story,1995,81,8.3,1113934,30000000,394436586,"30,000,000","394,436,586",59980708.66141732,788619531.6756692,"59,980,708","788,619,531"
tt0114746,12 Monkeys,1995,129,8.0,661685,29000000,168841459,"29,000,000","168,841,459",57981351.70603675,337574345.4082546,"57,981,351","337,574,345"
tt0114781,Under Siege 2: Dark Territory,1995,100,5.6,51487,60000000,104324083,"60,000,000","104,324,083",119961417.32283464,208581080.95975065,"119,961,417","208,581,080"
tt0114814,The Usual Suspects,1995,106,8.5,1183192,6000000,23300000,"6,000,000","23,300,000",11996141.732283464,46585017.06036745,"11,996,141","46,585,017"
tt0114825,Vampire in Brooklyn,1995,100,4.7,25895,14000000,19800000,"14,000,000","19,800,000",27990997.375328083,39587267.716535434,"27,990,997","39,587,267"
tt0114857,Virtuosity,1995,106,5.5,33554,30000000,24048000,"30,000,000","24,048,000",59980708.66141732,48080536.062992126,"59,980,708","48,080,536"
tt0114898,Waterworld,1995,135,6.3,217046,175000000,264218220,"175,000,000","264,218,220",349887467.19160104,528266535.8952756,"349,887,467","528,266,535"
tt0114906,Welcome to the Dollhouse,1995,88,7.4,38524,800000,5034794,"800,000","5,034,794",1599485.564304462,10066350.402808398,"1,599,485","10,066,350"
tt0114924,While You Were Sleeping,1995,103,6.8,119604,17000000,182100000,"17,000,000","182,100,000",33989068.241469815,364082901.5748031,"33,989,068","364,082,901"
tt0115433,101 Dalmatians,1996,103,5.8,120573,54000000,320689294,"54,000,000","320,689,294",104868757.17017208,622783105.547406,"104,868,757","622,783,105"
tt0115493,Alaska,1996,109,5.8,5993,23000000,11829959,"23,000,000","11,829,959",44666322.49840663,22973946.253779475,"44,666,322","22,973,946"
tt0115571,The Arrival,1996,115,6.2,39595,25000000,14063331,"25,000,000","14,063,331",48550350.54174633,27311185.99338432,"48,550,350","27,311,185"
tt0115580,The Associate,1996,114,6.1,9397,23000000,12800000,"23,000,000","12,800,000",44666322.49840663,24857779.47737412,"44,666,322","24,857,779"
